model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,Target
Naive,-0.8777683253857517,-1.5022455449961851,0.0901131629943847,0.0894203186035156,0.1492486000061035,1,SC11
RecursiveTabular,-0.9801053783297964,-1.7590508775842304,0.0468001365661621,0.0423595905303955,0.6034245491027832,2,SC11
DynamicOptimizedTheta,-1.064408241444333,-1.3793575167841272,0.1848835945129394,0.141019582748413,0.6341662406921387,4,SC11
Chronos[autogluon__chronos-bolt-small],-1.067125697784168,-1.5131586168678794,1.9183874130249023,0.0322916507720947,12.59502363204956,7,SC11
DirectTabular,-1.0734332085396572,-1.1357405715385105,0.0860779285430908,0.0642051696777343,0.7099699974060059,3,SC11
WeightedEnsemble,-1.0751222417572508,-1.1084908498969108,0.5335788726806641,0.599945068359375,2.3075547218322754,11,SC11
AutoETS,-1.129863644075708,-1.4261782265880958,0.2343058586120605,0.2087185382843017,0.2667663097381592,5,SC11
AutoARIMA,-1.21353554677401,-1.765571039504278,32.1821928024292,37.846943616867065,31.868507385253903,6,SC11
PatchTST,-1.5149199320810325,-1.2178908396036403,0.1687755584716797,0.3052999973297119,41.20133757591248,10,SC11
TemporalFusionTransformer,-2.3044219837563253,-1.8839240086339049,0.1903679370880127,0.0813028812408447,67.67713928222656,8,SC11
DeepAR,-3.263668854305525,-2.4435148758955214,0.0738439559936523,0.0530760288238525,144.0744788646698,9,SC11
RecursiveTabular,-0.5070227025337714,-0.532629574313179,0.0805780887603759,0.0440714359283447,0.6297156810760498,2,SC12
WeightedEnsemble,-0.5277067787718568,-0.4770400352972778,3.339884996414185,0.3886628150939941,0.9041979312896729,11,SC12
Chronos[autogluon__chronos-bolt-small],-0.556513714129502,-0.5105176795472373,2.5070719718933105,0.0347659587860107,12.499820947647097,7,SC12
Naive,-0.5995604864239334,-0.4965471406885771,0.1606385707855224,0.0900678634643554,0.1486947536468505,1,SC12
DynamicOptimizedTheta,-0.623635611662719,-0.6812547942950364,0.5878331661224365,0.2197575569152832,0.7414515018463135,4,SC12
AutoETS,-0.6301842527356569,-0.6149179586627095,0.4433915615081787,0.2186899185180664,0.2721452713012695,5,SC12
PatchTST,-0.6829463520592964,-0.6840637026793912,0.254249095916748,0.0832061767578125,97.50717949867249,10,SC12
AutoARIMA,-0.737221538262788,-0.7045133844955799,37.99587655067444,41.219465017318726,39.91146922111511,6,SC12
DeepAR,-0.8423650942248948,-0.92726955397152,0.1170258522033691,0.0628430843353271,140.16552019119263,9,SC12
DirectTabular,-0.8799644037676543,-0.9538803947669388,0.073016881942749,0.0653159618377685,0.7015197277069092,3,SC12
TemporalFusionTransformer,-1.285583095248923,-0.9291408401373726,0.252810001373291,0.0643136501312255,94.12592458724976,8,SC12
WeightedEnsemble,-0.8690734743366485,-0.7193588929731958,0.4239969253540039,0.3388831615447998,0.9323318004608154,11,SC13
TemporalFusionTransformer,-0.880843502513698,-0.754780968448999,0.1545042991638183,0.0703139305114746,81.70453119277954,8,SC13
DeepAR,-1.0539225090188908,-0.8215646474633758,0.0683872699737548,0.0532677173614501,164.7511689662933,9,SC13
Chronos[autogluon__chronos-bolt-small],-1.0652574028875594,-0.8289489837437745,1.9135451316833496,0.0689303874969482,1.93128514289856,7,SC13
Naive,-1.1629033434677831,-0.8978179468978577,0.0879747867584228,0.1344783306121826,0.1774024963378906,1,SC13
RecursiveTabular,-1.1664782932629365,-0.9538056924475596,0.0532221794128418,0.0861401557922363,1.861008644104004,2,SC13
DynamicOptimizedTheta,-1.212929593535149,-0.9042624346639584,0.2135536670684814,0.5563452243804932,0.5162758827209473,4,SC13
AutoARIMA,-1.264535658544589,-1.036845667630334,25.278539896011356,30.968576192855835,33.71035289764404,6,SC13
PatchTST,-1.2840702087389957,-1.0144645507103491,0.1097321510314941,0.0808231830596923,121.83091020584106,10,SC13
AutoETS,-1.2874744494933077,-0.950713783501266,0.2094285488128662,0.5358705520629883,0.4330213069915771,5,SC13
DirectTabular,-1.363101337394886,-1.0431994440346803,0.0694944858551025,0.1325678825378418,2.5383005142211914,3,SC13
AutoETS,-0.8193136494632735,-0.8827649081366808,0.2082486152648925,0.2052693367004394,0.2777893543243408,5,SC14
DynamicOptimizedTheta,-0.8400127336306435,-0.955458925597148,0.1504440307617187,0.1806886196136474,0.2790887355804443,4,SC14
AutoARIMA,-0.903871655207398,-0.98480170132808,29.652058362960812,32.16494917869568,36.35173201560974,6,SC14
RecursiveTabular,-0.9039792271261716,-1.1011294034704946,0.0557432174682617,0.0442430973052978,1.1893341541290283,2,SC14
WeightedEnsemble,-0.9056686736239528,-0.7692503104931014,32.20893096923828,32.74342751502991,1.0045287609100342,11,SC14
DirectTabular,-0.9372061848023084,-0.8565191992072245,0.1008684635162353,0.0649018287658691,1.1099765300750732,3,SC14
Chronos[autogluon__chronos-bolt-small],-0.9562893461182316,-0.9078690109892956,1.9533913135528564,0.0361905097961425,2.842801570892334,7,SC14
PatchTST,-0.9691944018277138,-0.8361713596556228,0.1159205436706543,0.1209573745727539,74.7010452747345,10,SC14
DeepAR,-0.9992503163557792,-0.8426737960966184,0.0828893184661865,0.0570390224456787,76.12352418899536,9,SC14
Naive,-1.0203562270729447,-1.0190056293338077,0.0895493030548095,0.0941202640533447,0.1503868103027343,1,SC14
TemporalFusionTransformer,-1.1138304440746265,-0.8766929753332029,0.2030410766601562,0.0631105899810791,100.34397959709167,8,SC14
WeightedEnsemble,-0.211183094932891,-0.1973969526168443,3.406630277633667,0.5552613735198975,1.4199130535125732,11,SC21
AutoETS,-0.2524454651332417,-0.2086406254109,0.2905993461608886,0.2024445533752441,0.2562575340270996,5,SC21
Naive,-0.2533959019577048,-0.2094547824074976,0.0916728973388671,0.1180160045623779,0.2344224452972412,1,SC21
Chronos[autogluon__chronos-bolt-small],-0.2666467256883011,-0.3266928359335254,2.5228395462036133,0.0361497402191162,1.982936143875122,7,SC21
DirectTabular,-0.2773419228623744,-0.2319520615113913,0.0779263973236084,0.0639171600341796,1.3910605907440186,3,SC21
RecursiveTabular,-0.2966278873028724,-0.3530272198763663,0.1077299118041992,0.056455373764038,1.6648597717285156,2,SC21
